	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span
617	The departure time is at 14:23 that day, too.	출발 시간은 동일하게 그날 오후 2시 23분입니다.	['14:23']	['오후 2시 23분']	[[25, 30]]	[[15, 24]]	train_goal_2-63###928	6	system	[[5, 6]]
618	Ok, what's the scheduled arrival time?	네, 예정된 도착 시간은 언제인가요?	[]	[]	[]	[]	train_goal_2-63###928	7	user	[]
619	The arrival time is 20:59 that day so it's best you book a hotel in advance.	도착 시간은 그날 오후 8시 59분으로 미리 호텔을 예약하시는 게 좋겠습니다.	['20:59']	['오후 8시 59분']	[[20, 25]]	[[10, 19]]	train_goal_2-63###928	7	system	[[4, 5]]
620	Well, it is a little bit late, but still ok. Alright, I've got all I need, thanks a lot. Bye.	음, 조금 늦지만 그래도 괜찮습니다. 네, 필요한 것은 그게 전부입니다. 정말 감사합니다. 안녕히 계세요.	[]	[]	[]	[]	train_goal_2-63###928	8	user	[]
621	It's my pleasure, goodbye.	천만에요, 안녕히 가세요.	[]	[]	[]	[]	train_goal_2-63###928	8	system	[]
622	I'm in Suzhou because I've got some stuff to do here, but I'd like to see some of the city. Could you recommend a cheap historic site in Gusu District?	저는 여기서 해야할 것이 있어서 쑤저우에 와 있는데 도시를 좀 보고 싶어요. 저렴하면서 구수구에 있는 유적지를 추천해 주실 수 있나요?	['Suzhou', 'cheap', 'historic site in Gusu District?']	['쑤저우', '저렴', '구수구에 있는 유적지']	[[7, 13], [114, 119], [120, 151]]	[[18, 21], [43, 45], [49, 60]]	attraction_restaurant_goal_3-40_v2###7549	0	user	[[2, 3], [24, 25], [25, 30]]
623	You could visit Suzhou Museum.	쑤저우 박물관을 가실 수 있습니다.	['Suzhou Museum.']	['쑤저우 박물관']	[[16, 30]]	[[0, 7]]	attraction_restaurant_goal_3-40_v2###7549	0	system	[[3, 5]]
624	What's special about this place? Is there a direct subway to the museum?	이곳의 특별한 점은 무엇인가요? 박물관으로 바로 가는 지하철이 있나요?	[]	[]	[]	[]	attraction_restaurant_goal_3-40_v2###7549	1	user	[]
625	The key feature of the Suzhou Museum is the new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum. You can get there directly by subway.	쑤저우 박물관의 주요 특징은 이오 밍 페이가 설계한 새롭고 매우 우아한 박물관 건물입니다. 박물관에서는 귀중한 올리브색 연꽃 모양의 그릇을 보실 수도 있습니다. 그곳에 지하철로 바로 가실 수 있습니다.	['the Suzhou Museum', 'new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum.', 'You can get there directly by subway.']	['쑤저우 박물관', '이오 밍 페이가 설계한 새롭고 매우 우아한 박물관 건물입니다. 박물관에서는 귀중한 올리브색 연꽃 모양의 그릇을 보실 수도 있습니다.', '그곳에 지하철로 바로 가실 수 있습니다.']	[[19, 36], [44, 192], [193, 230]]	[[0, 7], [16, 89], [90, 112]]	attraction_restaurant_goal_3-40_v2###7549	1	system	[[4, 7], [9, 33], [33, 40]]
626	Got it. Could you please recommend a cheaper restaurant serving Japanese cuisine?	알겠습니다. 일본 요리를 제공하는 더 저렴한 식당을 추천해 주실 수 있나요?	['cheaper', 'Japanese cuisine?']	['더 저렴한', '일본 요리']	[[37, 44], [64, 81]]	[[19, 24], [7, 12]]	attraction_restaurant_goal_3-40_v2###7549	2	user	[[7, 8], [10, 12]]
627	Here, I would recommend One Plus Conveyor Belt Sushi.	여기요, 원 플러스 회전 초밥을 추천합니다.	['One Plus Conveyor Belt Sushi.']	['원 플러스 회전 초밥']	[[24, 53]]	[[5, 16]]	attraction_restaurant_goal_3-40_v2###7549	2	system	[[4, 9]]
628	How about the opening hours of this restaurant? And where is it?	이 식당의 영업 시간은 어떤가요? 그리고 어디에 있죠?	[]	[]	[]	[]	attraction_restaurant_goal_3-40_v2###7549	3	user	[]
629	It is open 10:00-22:00, Monday to Sunday. It is on the 1F, Aeon Mall, No. 188, Su Zhentao Road, Yuexi Sub-district.	월요일부터 일요일까지 오전 10시부터 오후 10시까지 영업합니다. 유에씨가도 쑤젠타오로 188호 이온몰 1층에 있습니다.	['10:00-22:00, Monday to Sunday.', '1F, Aeon Mall, No. 188, Su Zhentao Road, Yuexi Sub-district.']	['월요일부터 일요일까지 오전 10시부터 오후 10시까지', '유에씨가도 쑤젠타오로 188호 이온몰 1층']	[[11, 41], [55, 115]]	[[0, 29], [37, 60]]	attraction_restaurant_goal_3-40_v2###7549	3	system	[[3, 7], [11, 21]]
630	Thank you so much for your advice, bye!	조언해 주셔서 정말 감사드립니다, 안녕히 계세요!	[]	[]	[]	[]	attraction_restaurant_goal_3-40_v2###7549	4	user	[]
631	My pleasure, goodbye!	천만에요, 안녕히 가세요!	[]	[]	[]	[]	attraction_restaurant_goal_3-40_v2###7549	4	system	[]
632	Hi, I will fly to Hangzhou next Thursday to visit my clients. Could you help me check if there are any direct lines from Beijing to Hangzhou?	안녕하세요, 저는 다음 주 목요일 고객들을 만나기 위해 비행기를 타고 항저우로 갈 예정입니다. 베이징에서 항저우로 가는 직항이 있는지 확인하는 것을 도와주시겠어요?	['Hangzhou', 'next Thursday', 'Beijing', 'Hangzhou?']	['항저우', '다음 주 목요일', '베이징', '항저우']	[[18, 26], [27, 40], [121, 128], [132, 141]]	[[39, 42], [10, 18], [53, 56], [59, 62]]	flight_goal_3-17###7155	0	user	[[5, 6], [6, 8], [24, 25], [26, 27]]
633	You could take MU5132 of China Eastern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Hangzhou International Airport.	베이징 수도 국제공항 제2터미널에서 항저우 국제공항 제3터미널로 가는 중국 동방 항공 MU5132편을 타실 수 있습니다.	['MU5132 of China Eastern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Hangzhou International Airport.']	['베이징 수도 국제공항 제2터미널에서 항저우 국제공항 제3터미널로 가는 중국 동방 항공 MU5132']	[[15, 154]]	[[0, 54]]	flight_goal_3-17###7155	0	system	[[3, 23]]
634	Great, how much is a business class ticket for this flight?	좋네요, 이 비행기의 비즈니스석 항공권은 얼마인가요?	['business class']	['비즈니스석']	[[21, 35]]	[[12, 17]]	flight_goal_3-17###7155	1	user	[[5, 7]]
635	A business class ticket is 1,590 yuan.	비즈니스석 항공권은 1,590위안입니다.	['business class', '1,590 yuan.']	['비즈니스석', '1,590위안']	[[2, 16], [27, 38]]	[[0, 5], [11, 18]]	flight_goal_3-17###7155	1	system	[[1, 3], [5, 7]]
636	I see. How much is an economy class ticket?	알겠습니다. 이코노미석은 얼마인가요?	['economy class']	['이코노미석']	[[22, 35]]	[[7, 12]]	flight_goal_3-17###7155	2	user	[[6, 8]]
637	Economy class is much cheaper. It's 540 yuan.	이코노미석은 훨씬 저렴합니다. 540위안이에요.	['Economy class', '540 yuan.']	['이코노미석', '540위안']	[[0, 13], [36, 45]]	[[0, 5], [17, 22]]	flight_goal_3-17###7155	2	system	[[0, 2], [6, 8]]
638	There is a really big difference. How about the departure time of this flight? I want to know it so that I can plan my time.	정말 큰 차이가 있네요. 이 비행기의 출발 시간은 어떤가요? 계획을 세울 수 있도록 알고 싶습니다.	[]	[]	[]	[]	flight_goal_3-17###7155	3	user	[]
639	The departure time is close to noon. It's at 11:10 that day.	출발 시간은 정오쯤입니다. 그날 오전 11시 10분이에요.	['11:10 that day.']	['그날 오전 11시 10분']	[[45, 60]]	[[15, 28]]	flight_goal_3-17###7155	3	system	[[9, 12]]
640	Ok, and how about the arrival time? If it is early, I'll invite my clients for dinner.	네, 그리고 도착 시간은요? 일찍 도착하면 고객들을 저녁 식사에 초대할 거예요.	[]	[]	[]	[]	flight_goal_3-17###7155	4	user	[]
641	The time of arrival is 13:30 on the same day.	도착 시간은 같은 날 오후 1시 30분입니다.	['13:30 on the same day.']	['같은 날 오후 1시 30분']	[[23, 45]]	[[7, 21]]	flight_goal_3-17###7155	4	system	[[5, 10]]
642	Okay, thanks for your help, bye!	네, 도와주셔서 감사합니다, 안녕히 계세요!	[]	[]	[]	[]	flight_goal_3-17###7155	5	user	[]
643	Happy to help.	도움이 되어 기쁩니다.	[]	[]	[]	[]	flight_goal_3-17###7155	5	system	[]
644	Hi, I like watching TV shows and movies in my spare time. Could you recommend a popular Chinese TV show from the 2010s?	안녕하세요, 저는 여가 시간에 TV 프로그램이나 영화를 보는 것을 좋아합니다. 2010년대 인기 있는 중국 TV 프로그램을 추천해 주실 수 있나요?	['Chinese TV show', '2010s?']	['중국 TV 프로그램', '2010년대']	[[88, 103], [113, 119]]	[[57, 67], [44, 50]]	movie_tv_goal_2-38_v2###9678	0	user	[[17, 20], [22, 23]]
645	Hi, there are many different categories of Chinese TV shows. What kind do you prefer? Please let me know and I will help you look.	안녕하세요, 중국 TV 프로그램에는 다양한 장르가 있습니다. 어떤 장르를 선호하세요? 선호하시는 장르를 알려주시면 보실 수 있게 도와드리겠습니다.	['Chinese TV shows.']	['중국 TV 프로그램']	[[43, 60]]	[[7, 17]]	movie_tv_goal_2-38_v2###9678	0	system	[[7, 10]]
646	Well, in terms of the category, I prefer science fiction TV shows.	음, 장르라면, 공상 과학 TV 프로그램을 선호합니다.	['science fiction TV shows.']	['공상 과학 TV 프로그램']	[[41, 66]]	[[9, 22]]	movie_tv_goal_2-38_v2###9678	1	user	[[8, 12]]
647	Ok, there is a Chinese TV show called Mad House. It's a science fiction TV show.	네, 풍인원이라는 중국 TV 프로그램이 있습니다. 공상 과학 TV 프로그램이에요.	['Mad House.', 'science fiction TV show.']	['풍인원', '공상 과학 TV 프로그램']	[[38, 48], [56, 80]]	[[3, 6], [28, 41]]	movie_tv_goal_2-38_v2###9678	1	system	[[8, 10], [12, 16]]
648	What's its rating online? Does it have a high rating?	온라인 평점이 어떤가요? 평점이 높은가요?	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	2	user	[]
649	Netizens have given it a moderate rating of 7.7.	네티즌들은 적당한 평점인 7.7점을 주었습니다.	['7.7.']	['7.7점']	[[44, 48]]	[[14, 18]]	movie_tv_goal_2-38_v2###9678	2	system	[[8, 9]]
650	How many episodes does this Chinese TV show have? I don't like a TV show with too many episodes.	이 중국 TV 프로그램은 몇 개의 에피소드가 있나요? 에피소드가 너무 많은 TV 프로그램은 별로에요.	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	3	user	[]
651	It doesn't have that many, just 24 episodes.	24회로 그렇게 많지 않습니다.	['24 episodes.']	['24회']	[[32, 44]]	[[0, 3]]	movie_tv_goal_2-38_v2###9678	3	system	[[6, 8]]
652	Who's the director of this TV show?	이 TV 프로그램의 감독은 누구인가요?	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	4	user	[]
653	The director is Passsee Mu.	감독은 로산입니다.	['Passsee Mu.']	['로산']	[[16, 27]]	[[4, 6]]	movie_tv_goal_2-38_v2###9678	4	system	[[3, 5]]
654	Alright, could you recommend a science fiction movie? To be specific, American science fiction movies. Could you recommend a popular one?	알겠습니다, 공상 과학 영화를 추천해 주실 수 있나요? 정확히 말하자면, 미국 공상 과학 영화요. 인기 있는 것을 추천해 주실 수 있나요?	['American']	['미국']	[[70, 78]]	[[41, 43]]	movie_tv_goal_2-38_v2###9678	5	user	[[11, 12]]
655	Sure, Inception is an American science fiction movie that's been popular in recent years.	물론이죠, 인셉션은 최근 몇 년 동안 인기 있는 미국 공상 과학 영화입니다.	['American science fiction movie', 'science fiction movie', 'American']	['미국 공상 과학 영화', '공상 과학 영화', '미국']	[[22, 52], [31, 52], [22, 30]]	[[27, 38], [30, 38], [27, 29]]	movie_tv_goal_2-38_v2###9678	5	system	[[4, 8], [5, 8], [4, 5]]
656	Who stars in it?	누가 출연하나요?	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	6	user	[]
657	Leonardo DiCaprio is the movie's main actor.	레오나르도 디카프리오가 영화의 주연입니다.	['Leonardo DiCaprio']	['레오나르도 디카프리오']	[[0, 17]]	[[0, 11]]	movie_tv_goal_2-38_v2###9678	6	system	[[0, 2]]
658	As it is a popular movie, it should have a high rating, right?	인기 있는 영화니까 평점도 높겠죠, 맞나요?	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	7	user	[]
659	That's right. It's got a high rating of 9.3.	맞습니다. 높은 평점인 9.3점입니다.	['9.3.']	['9.3점']	[[40, 44]]	[[13, 17]]	movie_tv_goal_2-38_v2###9678	7	system	[[8, 9]]
660	Good. Ok, I will watch these two. Thanks, bye.	좋네요. 네, 이 두 가지를 볼게요. 감사합니다, 안녕히 계세요. 	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	8	user	[]
661	My pleasure, goodbye.	천만에요, 안녕히 가세요.	[]	[]	[]	[]	movie_tv_goal_2-38_v2###9678	8	system	[]
662	Hi, could you recommend a laptop to me?	안녕하세요, 노트북을 추천해 주실 수 있나요?	['laptop']	['노트북']	[[26, 32]]	[[7, 10]]	PC_goal_5-24_v2###10404	0	user	[[5, 6]]
663	How much memory do you want?	어느 정도의 메모리를 원하시나요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	0	system	[]
664	8GB.	8GB요.	['8GB.']	['8GB']	[[0, 4]]	[[0, 3]]	PC_goal_5-24_v2###10404	1	user	[[0, 1]]
665	Which CPU do you prefer?	어떤 CPU를 선호하시나요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	1	system	[]
666	I prefer Intel Core i7 CPU.	인텔 코어 i7 CPU를 선호합니다.	['Intel Core i7']	['인텔 코어 i7']	[[9, 22]]	[[0, 8]]	PC_goal_5-24_v2###10404	2	user	[[2, 5]]
667	And what's your budget?	그리고 예산은 어떻게 되시죠?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	2	system	[]
668	My budget is 5,000 to 10,000 yuan.	제 예산은 5,000위안에서 10,000위안입니다.	['5,000 to 10,000']	['5,000위안에서 10,000']	[[13, 28]]	[[6, 22]]	PC_goal_5-24_v2###10404	3	user	[[3, 6]]
669	I would recommend Dell Inspiron 14.	델 인스피론 14를 추천합니다.	['Dell Inspiron 14.']	['델 인스피론 14']	[[18, 35]]	[[0, 9]]	PC_goal_5-24_v2###10404	3	system	[[3, 6]]
670	What color is this laptop?	이 노트북의 색깔은 무엇인가요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	4	user	[]
671	The laptop comes in platinum silver.	이 노트북은 플래티넘 실버로 나와 있습니다.	['platinum silver.']	['플래티넘 실버']	[[20, 36]]	[[7, 14]]	PC_goal_5-24_v2###10404	4	system	[[4, 6]]
672	What's the exact price?	정확한 가격은 얼마인가요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	5	user	[]
673	5,499 yuan.	5,499위안입니다.	['5,499 yuan.']	['5,499위안입니다.']	[[0, 11]]	[[0, 11]]	PC_goal_5-24_v2###10404	5	system	[[0, 2]]
674	What about its standby time?	대기 시간은 어느 정도인가요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	6	user	[]
675	It is over 9 hours.	9시간이 넘습니다.	['over 9 hours.']	['9시간이 넘습니다.']	[[6, 19]]	[[0, 10]]	PC_goal_5-24_v2###10404	6	system	[[2, 5]]
676	How about its performance when playing games?	게임 성능은 어떤가요?	[]	[]	[]	[]	PC_goal_5-24_v2###10404	7	user	[]
677	The lpatop has an entry-level performance when playing games.	보급형 게임 성능을 가지고 있습니다.	['entry-level']	['보급형']	[[18, 29]]	[[0, 3]]	PC_goal_5-24_v2###10404	7	system	[[4, 5]]
678	Thank you, bye.	감사합니다, 안녕히 계세요.	[]	[]	[]	[]	PC_goal_5-24_v2###10404	8	user	[]
679	Goodbye.	안녕히 가세요.	[]	[]	[]	[]	PC_goal_5-24_v2###10404	8	system	[]
680	Hello, can you tell me what the weather will be like in Chengdu next Tuesday?	안녕하세요, 다음 주 화요일 청두 날씨가 어떨지 말씀해 주실 수 있나요?	['Chengdu', 'next Tuesday?']	['청두', '다음 주 화요일']	[[56, 63], [64, 77]]	[[16, 18], [7, 15]]	weather_goal_2-29_v2###2937	0	user	[[12, 13], [13, 15]]
681	It will be cloudy and later light rain.	흐린 후 약한 비가 올 예정입니다.	['cloudy and later light rain.']	['흐린 후 약한 비']	[[11, 39]]	[[0, 9]]	weather_goal_2-29_v2###2937	0	system	[[3, 8]]
682	How about the temperature? Will it be cold?	기온은요? 추울까요?	[]	[]	[]	[]	weather_goal_2-29_v2###2937	1	user	[]
683	The maximum temperature will be 11 degrees Celsius and the minimum temperature will be 4 degrees Celsius. That's not bad.	최고 기온은 섭씨 11도 그리고 최저 기온은 섭씨 4도에요. 나쁘지 않아요.	['The maximum temperature will be 11 degrees Celsius and the minimum temperature will be 4 degrees Celsius.']	['최고 기온은 섭씨 11도 그리고 최저 기온은 섭씨 4도에요.']	[[0, 105]]	[[0, 33]]	weather_goal_2-29_v2###2937	1	system	[[0, 17]]
684	How about the weather in Guangzhou on the same day?	같은 날 광저우 날씨는 어떤가요?	['Guangzhou']	['광저우']	[[25, 34]]	[[5, 8]]	weather_goal_2-29_v2###2937	2	user	[[5, 6]]
685	It will be sunny and later cloudy.	맑은 후 흐릴 예정입니다.	['sunny and later cloudy.']	['맑은 후 흐릴']	[[11, 34]]	[[0, 7]]	weather_goal_2-29_v2###2937	2	system	[[3, 7]]
686	And how about the temperature?	그리고 기온은요?	[]	[]	[]	[]	weather_goal_2-29_v2###2937	3	user	[]
687	The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius.	최고 기온은 섭씨 18도 그리고 최저 기온은 섭씨 5도입니다.	['The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius.']	['최고 기온은 섭씨 18도 그리고 최저 기온은 섭씨 5도입니다.']	[[0, 105]]	[[0, 34]]	weather_goal_2-29_v2###2937	3	system	[[0, 17]]
688	Ok. No further questions. Thanks for your service. Bye!	알겠습니다. 더 이상 질문할 건 없습니다. 감사합니다. 안녕히 계세요!	[]	[]	[]	[]	weather_goal_2-29_v2###2937	4	user	[]
689	You're welcome. Have a nice day!	천만에요. 좋은 하루 되세요!	[]	[]	[]	[]	weather_goal_2-29_v2###2937	4	system	[]
690	Hello, I need to purchase a batch of desktops this year and I love Lenovo. Could you recommend a model between 5,000-10,000 yuan?	안녕하세요, 올해 데스크톱을 다량 구매하려고 하는데 레노버가 마음에 들어요. 5,000위안에서 10,000위안 사이의 모델을 추천해 주실 수 있나요?	['desktops', 'Lenovo.', '5,000-10,000 yuan?']	['데스크톱', '레노버', '5,000위안에서 10,000위안']	[[37, 45], [67, 74], [111, 129]]	[[10, 14], [29, 32], [43, 61]]	PC_goal_1-53###4007	0	user	[[8, 9], [14, 15], [21, 23]]
691	Ok, I would recommend Lenovo Tianyi 510Pro. It is a nice model.	네, 레노버 티안이 510프로를 추천합니다. 좋은 모델이에요.	['Lenovo Tianyi 510Pro.', 'Lenovo']	['레노버 티안이 510프로', '레노버']	[[22, 43], [22, 28]]	[[3, 16], [3, 6]]	PC_goal_1-53###4007	0	system	[[4, 7], [4, 5]]
692	Really? How about its operating system?	정말요? 운영 체제는 어떤가요?	[]	[]	[]	[]	PC_goal_1-53###4007	1	user	[]
693	Its operating system is Windows 10.	운영 체제는 윈도우 10입니다.	['Windows 10.']	['윈도우 10']	[[24, 35]]	[[7, 13]]	PC_goal_1-53###4007	1	system	[[4, 6]]
694	I love Windows 10. What about its starting weight?	저는 윈도우 10을 정말 좋아합니다. 최소 무게는요?	[]	[]	[]	[]	PC_goal_1-53###4007	2	user	[]
695	The starting weight is 7.48kg.	최소 무게는 7.48kg입니다.	['7.48kg.']	['7.48kg']	[[23, 30]]	[[7, 13]]	PC_goal_1-53###4007	2	system	[[4, 5]]
696	It's not too heavy. How much is this desktop?	너무 무겁지는 않네요. 이 데스크톱은 얼마인가요?	[]	[]	[]	[]	PC_goal_1-53###4007	3	user	[]
697	This desktop is 4,889.0 yuan.	이 데스크톱은 4,889위안입니다.	['4,889.0']	['4,889']	[[16, 23]]	[[8, 13]]	PC_goal_1-53###4007	3	system	[[3, 4]]
698	That's not expensive, it's even below my budget range. How about its hard drive?	너무 비싸지 않고 게다가 제 예산 범위 밑이네요. 하드 드라이브는 어떤가요?	[]	[]	[]	[]	PC_goal_1-53###4007	4	user	[]
699	The hard drive of this desktop is 256GB SSD + 1TB HDD.	이 데스크톱의 하드 드라이브는 256GB SSD + 1TB HDD입니다.	['256GB SSD + 1TB HDD.']	['256GB SSD + 1TB HDD']	[[34, 54]]	[[17, 36]]	PC_goal_1-53###4007	4	system	[[7, 12]]
700	Then the hard drive is quite big. Let me think about it. Thank you, bye.	그렇다면 하드 드라이브가 꽤 크네요. 생각해 볼게요. 감사합니다, 안녕히 계세요.	[]	[]	[]	[]	PC_goal_1-53###4007	5	user	[]
701	That's ok, goodbye.	괜찮습니다, 안녕히 가세요.	[]	[]	[]	[]	PC_goal_1-53###4007	5	system	[]
702	Hi, I'm going on a business trip to Xiamen next week. Please help me check the flights from Beijing to Xiamen next Monday. I prefer first class.	안녕하세요, 저는 다음 주 샤먼에 출장을 갑니다. 다음 주 월요일 베이징에서 샤먼으로 가는 비행기 확인을 도와주세요. 저는 일등석을 선호합니다.	['Xiamen', 'Beijing', 'next Monday.', 'first class.', 'Xiamen']	['샤먼', '베이징', '다음 주 월요일', '일등석', '샤먼']	[[36, 42], [92, 99], [110, 122], [132, 144], [103, 109]]	[[15, 17], [37, 40], [28, 36], [69, 72], [43, 45]]	flight_weather_goal_1-49###1807	0	user	[[8, 9], [18, 19], [21, 23], [25, 27], [8, 9]]
703	Sure. You could take flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport.	물론이죠. 베이징 수도 국제공항 제2터미널에서 가오치 국제공항 제3터미널로 가는 중국 남방 항공 CZ5051편을 타실 수 있습니다.	['flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport.']	['베이징 수도 국제공항 제2터미널에서 가오치 국제공항 제3터미널로 가는 중국 남방 항공 CZ5051편']	[[21, 165]]	[[6, 61]]	flight_weather_goal_1-49###1807	0	system	[[4, 25]]
704	When does this flight arrive in Xiamen?	이 비행기는 샤먼에 언제 도착하나요?	['Xiamen?']	['샤먼']	[[32, 39]]	[[7, 9]]	flight_weather_goal_1-49###1807	1	user	[[6, 7]]
705	It will arrive at 14:00 that day.	그날 오후 2시에 도착합니다.	['14:00 that day.']	['그날 오후 2시']	[[18, 33]]	[[0, 8]]	flight_weather_goal_1-49###1807	1	system	[[4, 7]]
706	How about the punctuality?	정시성은 어떤가요?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	2	user	[]
707	The punctuality rate is 96.61%.	정시율은 96.61%입니다.	['96.61%.']	['96.61%']	[[24, 31]]	[[5, 11]]	flight_weather_goal_1-49###1807	2	system	[[4, 5]]
708	I don't want to get up too early. What about its departure time?	너무 일찍 일어나고 싶지는 않은데요. 출발 시간은 어떤가요?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	3	user	[]
709	The departure time is at 10:50 that day.	출발 시간은 그날 오전 10시 50분입니다.	['10:50 that day.']	['그날 오전 10시 50분']	[[25, 40]]	[[7, 20]]	flight_weather_goal_1-49###1807	3	system	[[5, 8]]
710	Could you help me check the UV intensity in Xiamen next Monday?	다음 주 월요일 샤먼 자외선 강도 확인을 도와주실 수 있나요?	['Xiamen', 'next Monday?']	['샤먼', '다음 주 월요일']	[[44, 50], [51, 63]]	[[9, 11], [0, 8]]	flight_weather_goal_1-49###1807	4	user	[[9, 10], [10, 12]]
711	The UV intensity will be very strong.	자외선 강도는 매우 강할 것입니다.	['very strong.']	['매우 강할 것']	[[25, 37]]	[[8, 15]]	flight_weather_goal_1-49###1807	4	system	[[5, 7]]
712	How about the weather on the same day?	같은 날 날씨는 어떤가요?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	5	user	[]
713	It will be a sunny.	맑을 예정이에요.	['sunny.']	['맑을']	[[13, 19]]	[[0, 2]]	flight_weather_goal_1-49###1807	5	system	[[4, 5]]
714	I can't stand the cold. How about the temperature?	저는 추위를 잘 탑니다. 기온은 어떤가요?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	6	user	[]
715	The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius.	최고 기온은 섭씨 14도 그리고 최저 기온은 섭씨 8도에요.	['The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius.']	['최고 기온은 섭씨 14도 그리고 최저 기온은 섭씨 8도에요.']	[[0, 105]]	[[0, 33]]	flight_weather_goal_1-49###1807	6	system	[[0, 17]]
716	Ok, I see. Thank you for your information, goodbye.	네, 알겠습니다. 정보 감사합니다, 안녕히 계세요.	[]	[]	[]	[]	flight_weather_goal_1-49###1807	7	user	[]
717	Goodbye.	안녕히 가세요.	[]	[]	[]	[]	flight_weather_goal_1-49###1807	7	system	[]
718	Hi, I'm going to Chengdu for business next week. Can you help me check the weather in Chengdu next Saturday?	안녕하세요, 다음 주 청두에 출장을 갑니다. 다음 주 토요일 청두 날씨 확인을 도와주실 수 있나요?	['Chengdu', 'next Saturday?', 'Chengdu']	['청두', '다음 주 토요일', '청두']	[[17, 24], [94, 108], [86, 93]]	[[12, 14], [25, 33], [34, 36]]	weather_goal_3-37###1268	0	user	[[4, 5], [18, 20], [4, 5]]
719	Okay, it will start off cloudy and turn into overcast skies next Saturday in Chengdu.	네, 다음 주 토요일 청두는 흐린 날씨로 시작해서 구름으로 뒤덮인 하늘로 바뀔 거예요.	['cloudy and turn into overcast skies', 'next Saturday', 'Chengdu.']	['흐린 날씨로 시작해서 구름으로 뒤덮인 하늘로 바뀔 거예요.', '다음 주 토요일', '청두']	[[24, 59], [60, 73], [77, 85]]	[[16, 48], [3, 11], [12, 14]]	weather_goal_3-37###1268	0	system	[[5, 11], [11, 13], [14, 15]]
720	And how about the temperature?	그리고 기온은 어떤가요?	[]	[]	[]	[]	weather_goal_3-37###1268	1	user	[]
721	The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.	최고 기온은 섭씨 15도 그리고 최저 기온은 섭씨 7도입니다.	['The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.']	['최고 기온은 섭씨 15도 그리고 최저 기온은 섭씨 7도입니다.']	[[0, 106]]	[[0, 34]]	weather_goal_3-37###1268	1	system	[[0, 17]]
722	How about the UV intensity?	자외선 강도는요?	[]	[]	[]	[]	weather_goal_3-37###1268	2	user	[]
723	The UV intensity will be moderate, you still need to apply some sunscreen.	자외선 강도는 보통이지만 그래도 자외선 차단제는 발라야 해요.	['moderate,']	['보통']	[[25, 34]]	[[8, 10]]	weather_goal_3-37###1268	2	system	[[5, 6]]
724	Can you tell me what the weather will be like next Friday in Chengdu?	다음 주 금요일 청두 날씨가 어떨지 말씀해 주실 수 있나요?	['next Friday']	['다음 주 금요일']	[[46, 57]]	[[0, 8]]	weather_goal_3-37###1268	3	user	[[10, 12]]
725	It will be cloudy next Friday.	다음 주 금요일은 흐릴 예정이에요.	['cloudy', 'next Friday.']	['흐릴', '다음 주 금요일']	[[11, 17], [18, 30]]	[[10, 12], [0, 8]]	weather_goal_3-37###1268	3	system	[[3, 4], [4, 6]]
726	How about the temperature?	기온은 어떤가요?	[]	[]	[]	[]	weather_goal_3-37###1268	4	user	[]
